,field_1,X,Y,green_cove,green_co_1,green_co_2,green_co_3,landuse_majority,elevation_mean,elevation_range,elevation_majority,slope_mean,orientation_mean
3786,3786,3662386.7468,2067140.555,2495,266216,106.6997996,101.0,111.0,75.28784464594709,8.52000427246094,74.2799987792969,4.72226153429887,163.367583081238
3787,3787,3662395.3268,2067239.8189,2495,275413,110.38597194,103.0,111.0,82.07465998651999,9.30999755859375,80.129997253418,4.73190089737438,160.548428321665
3788,3788,3662403.8987,2067339.0838,2496,285653,114.44431090000002,105.0,111.0,90.4179396701219,11.720001220703098,86.91000366210942,5.58502576458993,149.424469952607
3789,3789,3662412.4706,2067438.3487,2495,265611,106.45731463,99.0,111.0,96.21289677463791,8.56999969482422,93.8600006103516,4.44924302545543,117.376254737527
3790,3790,3662421.0427,2067537.6137,2496,259458,103.94951923,100.0,111.0,99.549748847233,8.30000305175781,101.900001525879,4.30953116932107,132.56416134858299
3791,3791,3662429.6316,2067636.8769999999,2495,294214,117.92144289,111.0,111.0,111.641528805993,20.620002746582,103.66999816894501,11.732809470709698,190.711814440581
3792,3792,3662438.204,2067736.1421,2513,347893,138.43732591,145.0,111.0,121.182419821657,15.0599975585938,121.83000183105499,10.3899221396741,204.154995388455
3793,3793,3662446.8296,2067835.9582,2516,282210,112.16613672,103.0,111.0,109.301308751989,23.2299957275391,98.87000274658199,11.8673145676837,152.52278239197202
3794,3794,3662455.4046,2067935.3346,2499,244579,97.870748299,98.0,111.0,95.8097499465942,10.4199981689453,95.3499984741211,4.75308580458164,109.86020033985399
3795,3795,3662463.9689999996,2068034.6008,2496,249096,99.798076923,99.0,111.0,97.52467342357541,7.37000274658203,95.8000030517578,3.65975819999848,146.757536001541
3796,3796,3662472.567,2068133.8636,2498,270794,108.40432346,100.0,111.0,105.894586300193,19.7900009155273,101.08000183105499,8.34690218103261,189.83196860865502
3797,3797,3662481.1506,2068233.2393,2499,305779,122.36054422,121.0,111.0,119.958019992761,31.2000045776367,121.91999816894501,12.417001988355999,230.86410013834598
3798,3798,3662489.7238,2068332.5049,2496,295951,118.57011218,114.0,111.0,130.704736962952,37.410003662109396,118.62000274658199,15.161730147244599,246.609827868622
3799,3799,3662498.2888,2068431.7714,2495,266996,107.01242485,100.0,111.0,139.19672559070298,37.810005187988295,160.410003662109,18.7579020108624,258.29658623606497
3800,3800,3662506.8623,2068531.0372,2499,266495,106.64065626,101.0,111.0,142.387880282509,30.840011596679698,136.289993286133,14.565239471093099,272.613174971202
3801,3801,3662515.4632,2068630.4114,2499,265929,106.41416567,101.0,111.0,138.643274993896,16.3899993896484,136.679992675781,7.50090124130249,286.50469776153597
3802,3802,3662524.037,2068729.6773,2509,259247,103.32682344,101.0,111.0,134.421605088976,9.97000122070312,133.070007324219,4.10197374327683,224.554334203697
3803,3803,3662532.6534,2068829.384,2510,255084,101.62709163,99.0,111.0,131.491163348207,11.0200042724609,133.009994506836,5.14086711915708,82.3713634415428
3804,3804,3662541.2274,2068928.65,2495,258805,103.72945892,102.0,111.0,129.747939852614,12.849998474121099,123.87999725341801,7.08872134242226,93.8345527169692
3805,3805,3662549.8015,2069027.9162,2499,286272,114.55462185,102.0,111.0,135.409650579058,13.719993591308599,132.550003051758,8.28477253343102,156.90984439612
3806,3806,3662558.4032,2069127.2908,2499,263769,105.54981993,96.0,112.0,143.421874694824,9.80999755859375,144.850006103516,4.869644837230441,154.25041437149
3807,3807,3662566.9776,2069226.5571,2495,272746,109.31703407,99.0,112.0,147.901460854172,10.9499969482422,146.910003662109,4.8942664433786796,123.041008793137
3808,3808,3662575.5438,2069325.8243,2499,285959,114.42937175,108.0,112.0,149.320625114441,22.0199890136719,150.929992675781,11.006156916916401,92.56238820493219
3809,3809,3662584.1375,2069425.2,2499,264426,105.81272509,99.0,112.0,146.339225158691,15.7400054931641,144.520004272461,8.78208928823471,125.96704574704201
3810,3810,3662592.704,2069524.4674,2496,262714,105.25400641,98.0,112.0,152.142807274534,13.6300048828125,153.52999877929702,8.27101751915494,120.589980084795
3811,3811,3662601.2957,2069623.7322,2516,253235,100.64984102,95.0,112.0,160.027413729964,14.6399993896484,157.320007324219,10.811771924272499,149.354323833447
3812,3812,3662609.9346,2069723.6599,2506,264387,105.50159617,97.0,112.0,166.179359398452,11.4900054931641,168.429992675781,10.7328210031164,162.693996920374
3813,3813,3662618.5098,2069822.9266,2500,274074,109.6296,99.0,112.0,171.04626579571502,19.169998168945302,162.550003051758,14.6165004483142,164.90932307805
3814,3814,3662627.0769,2069922.1943,2500,297849,119.1396,121.0,112.0,172.669396788631,21.820007324218803,170.259994506836,9.59586294796599,92.34893236208201
3815,3815,3662635.6524,2070021.4612,2496,276570,110.80528846,104.0,112.0,173.784761854282,17.2999877929688,174.039993286133,7.823374835172089,107.69505951099801
3816,3816,3662644.2281,2070120.7281,2496,296056,118.61217949,110.0,112.0,173.49007549956798,12.4300079345703,179.52000427246102,6.8794079780878095,84.9147760880053
3817,3817,3662652.8206,2070219.9934,2495,260665,104.47494990000001,102.0,112.0,171.424573160296,9.51998901367188,168.570007324219,4.55968701435094,91.12820136487179
3818,3818,3662661.3882,2070319.2613,2496,288546,115.60336538,110.0,112.0,172.523207153937,9.75999450683594,169.88000488281202,4.52164106898838,123.031757080194
3819,3819,3662669.9727,2070418.5276,2495,279062,111.84849699,100.0,112.0,171.85110869515802,12.4399871826172,171.600006103516,5.29574300480129,75.0568920587112
3820,3820,3662678.5489,2070517.7949,2496,258398,103.52483974,98.0,112.0,173.870175653966,13.1799926757812,173.50999450683602,6.2156591756859,143.482280251968
3821,3821,3662687.1169,2070617.0631,2513,281850,112.15678472,108.0,112.0,181.827901242103,13.350006103515598,182.74000549316398,7.09689545395934,113.953938745569
3822,3822,3662695.7466,2070716.8814,2513,289206,115.08396339,110.0,112.0,183.735036590953,14.6900024414062,185.460006713867,8.6242716530223,101.51336105723401
3823,3823,3662704.3399,2070816.1471,2495,288438,115.60641283,115.0,112.0,190.456992777965,29.8399963378906,193.0,14.0734132295264,113.251442653493
3824,3824,3662712.9167,2070915.4146,2499,331947,132.83193277,137.0,323.0,200.753501219473,44.730010986328104,189.300003051758,21.0911950470518,103.95140054544201
3825,3825,3662721.5126,2071014.7916,2498,306371,122.64651721,127.0,323.0,210.06190002441397,45.25,193.410003662109,22.6850189989805,94.2678915882111
3826,3826,3662730.0813,2071114.0601,2496,310689,124.47475962,123.0,112.0,200.2311781116,39.3699951171875,184.789993286133,15.3949767174876,55.6043868554863
3827,3827,3662738.6501,2071213.3288,2496,297140,119.04647436,118.0,112.0,192.00314058850202,16.659988403320302,191.88000488281202,8.81345606898543,65.374203866825
3828,3828,3662747.2275,2071312.5966,2499,328988,131.64785914,138.0,312.0,186.48759967804,23.4100036621094,188.25999450683602,9.964014968872071,67.5411786937714
3829,3829,3662755.8156,2071411.9747,2499,358689,143.53301321,145.0,312.0,179.888596154693,18.6000061035156,175.399993896484,10.054716240792,120.429168587467
3830,3830,3662764.4098,2071511.241,2495,359019,143.89539078,144.0,312.0,181.490050349403,17.7299957275391,176.52000427246102,9.99449879395303,188.554409548865
3831,3831,3662772.9876,2071610.509,2506,345155,137.73144453,142.0,112.0,203.367394610611,31.2299957275391,203.360000610352,16.9066130964469,164.375037455973
3832,3832,3662781.5974,2071710.1077,2506,341156,136.13567438,140.0,312.0,237.15893023286898,47.6099853515625,234.970001220703,23.9632892098593,165.263851602279
3833,3833,3662790.1754,2071809.3759,2495,331929,133.03767535,137.0,312.0,266.530276657948,42.329986572265604,257.410003662109,22.005001988243198,136.936991840152
3834,3834,3662798.7452,2071908.6451,2503,347308,138.75669197,140.0,312.0,264.482669250032,60.389984130859396,242.720001220703,25.1360553089817,66.1337881587687
3835,3835,3662807.3531,2072008.1330000001,2502,367458,146.86570743,148.0,312.0,241.697661442543,62.3600006103516,244.61999511718798,31.060063033554698,98.6771111606958
3836,3836,3662815.9232,2072107.4023,2499,357264,142.96278511,143.0,312.0,272.884299468994,59.55998229980471,247.61999511718798,29.540895261764497,163.979592132568
3837,3837,3662824.5291,2072206.7792,2499,353802,141.57743097,144.0,323.0,295.93308982657396,44.100006103515604,309.920013427734,22.965581771716398,79.62406745028849
3838,3838,3662833.1078,2072306.0478,2495,370793,148.61442886,149.0,323.0,262.022931741891,69.3600006103516,234.99000549316398,28.498175403528,42.707632946191296
3839,3839,3662841.6867,2072405.3165,2496,368522,147.64503205,149.0,323.0,239.290025337258,54.519989013671896,233.72999572753898,25.0986828995709,102.03793940711901
3840,3840,3662850.2656,2072504.5852,2499,357257,142.95998399,146.0,323.0,254.870250682735,45.4900054931641,266.709991455078,24.4625123769195,178.843149942369
3841,3841,3662858.8471,2072603.9651,2513,360127,143.30561082,147.0,323.0,288.720663384665,51.350006103515604,284.660003662109,24.1480574830451,190.455562600925
3842,3842,3662867.4689,2072703.6747,11150,1646202,147.64143498,152.0,312.0,186.603959466586,218.74001312255902,158.009994506836,20.9673558020794,142.547514216464
3843,3843,3661774.727,2058886.5069,7567,925288,122.27937095,125.0,141.0,3.3075617848353898,1.85000014305115,3.2300000190734903,0.5776181189831241,225.69950848744
3844,3844,3661783.3108,2058985.7629,2494,240061,96.255412991,92.0,121.0,3.2347236284658503,0.8700001239776608,2.9300000667572004,0.7490711292560831,200.29218128285999
3845,3845,3661791.8614,2059085.0224,2496,227112,90.990384615,89.0,121.0,3.10246231627824,0.779999971389771,3.02999997138977,0.40843255653153704,186.47686702642
3846,3846,3661800.4371,2059184.2794,2499,218623,87.48419367700001,88.0,121.0,3.0050877186290004,0.309999942779541,2.9800000190734903,0.106019840400694,241.861251486871
3847,3847,3661809.0069999998,2059283.6484,2499,228852,91.577430972,90.0,121.0,3.08120603417631,0.8900001049041751,3.02999997138977,0.74171878493873,184.305725705413
3848,3848,3661817.5663,2059382.9073,2495,230300,92.304609218,91.0,121.0,3.16163316623649,1.4300000667572002,2.97000002861023,1.07344237529209,226.294180293179
3849,3849,3661826.1425,2059482.1646,2496,230838,92.483173077,92.0,121.0,2.8777638278414903,1.25999999046326,2.7300000190734903,0.7940450926175592,204.593262299668
3850,3850,3661834.7104,2059581.4227,2498,222852,89.212169736,90.0,121.0,2.88571428356314,0.430000066757202,2.7300000190734903,0.229112998122597,65.0013453979492
3851,3851,3661843.2892,2059680.7912,2499,225429,90.207683073,90.0,121.0,2.73527501583099,0.19000005722045898,2.72000002861023,0.0672717574425042,101.447060487888
3852,3852,3661851.8491,2059780.0504,2506,228025,90.991620112,91.0,121.0,2.78184539005346,0.23000001907348602,2.72000002861023,0.11833081575589,188.486304315145
3853,3853,3661860.4576,2059879.6384,2506,226720,90.47086991200001,91.0,121.0,3.14834159494627,2.49000000953674,2.9800000190734903,0.9820869817297059,219.078796400304
3854,3854,3661869.0178,2059978.8978,2495,223181,89.451302605,90.0,123.0,3.6247990059493196,1.7200000286102302,3.35999989509583,1.00841114108437,138.30175928853902
3855,3855,3661877.5948,2060078.1555,2495,227267,91.08897795600001,92.0,123.0,3.9064321541906,1.8100001811981201,4.17999982833862,0.868962050850817,101.62611073288299
3856,3856,3661886.1469,2060177.4158,2503,231316,92.41550139799999,92.0,123.0,3.9780549188504497,1.69999980926514,4.0300002098083505,0.45171463168098397,149.012855793639
3857,3857,3661894.7538,2060276.8931,2502,229763,91.831734612,92.0,123.0,3.8170750066637997,2.31000006198883,4.15999984741211,0.958897944893688,126.29670564055401
3858,3858,3661903.3145,2060376.1528,2499,232170,92.905162065,92.0,123.0,3.78809525255571,2.24999976158142,4.1399998664856,1.1927016068502,148.34622461873502
3859,3859,3661911.9027,2060475.521,2499,233121,93.285714286,92.0,123.0,4.2509725682456,0.980000257492065,4.449999809265139,0.553489906462536,125.00217581687099
3860,3860,3661920.4636,2060574.7808,2495,229295,91.901803607,92.0,123.0,4.18566752440983,0.46999979019165,4.2800002098083505,0.270112511877824,292.116031307564
3861,3861,3661929.0415,2060674.0389,2509,243160,96.91510562,93.0,121.0,3.8152970341172496,0.850000143051147,3.64000010490417,0.532875216040428,294.334848571532
3862,3862,3661937.6452,2060773.7396,2512,256245,102.00835987,96.0,121.0,3.93113860694489,0.829999923706055,3.58999991416931,0.6705167036927719,192.401985338419
3863,3863,3661946.2089,2060873.1106,2500,251426,100.5704,96.0,121.0,4.3867668980046295,1.20000028610229,4.699999809265139,0.823684384033345,114.433289968878
3864,3864,3661954.7955,2060972.3681,2501,251593,100.59696122,97.0,121.0,4.4927431544163605,0.559999942779541,4.6100001335144,0.29830866518832205,63.080412151213
3865,3865,3661963.37,2061071.8495,2502,272815,109.03876898,98.0,121.0,4.41478800833077,0.309999942779541,4.48999977111816,0.261605731483335,169.208387842385
3866,3866,3661971.9486,2061171.1081,2496,252140,101.01762821,97.0,121.0,4.435277711261401,0.31000041961669894,4.449999809265139,0.149540662360989,222.33470540135102
3867,3867,3661980.5105,2061270.3684,2496,265108,106.21314103,100.0,121.0,4.55778897108145,0.23000001907348602,4.53000020980835,0.11323250874165598,182.04158315227298
3868,3868,3661989.0977,2061369.6262,2495,255169,102.27214429,102.0,121.0,4.700927245587041,0.150000095367432,4.71999979019165,0.0879551816853067,144.613109980609
3869,3869,3661997.6515,2061468.8876,2496,306189,122.671875,120.0,121.0,4.84658293628213,0.25,4.78000020980835,0.130963617420975,193.818727962935
3870,3870,3662006.2389999996,2061568.1455,2495,288295,115.5490982,100.0,121.0,5.26268843430371,0.890000343322754,4.98999977111816,0.650416639918957,194.8664794274
3871,3871,3662014.8015,2061667.4061,2509,280819,111.92467118,101.0,122.0,6.6917574134203495,4.86999988555908,4.949999809265139,3.7897215747449704,222.641831963074
3872,3872,3662023.3982,2061767.1084,2510,243434,96.985657371,92.0,121.0,6.05482586936571,5.28000020980835,4.57000017166138,4.2955449944853195,224.650600292196
3873,3873,3662031.9777,2061866.3675,2495,262674,105.28016032,99.0,121.0,5.238040200429951,3.6399998664855997,4.730000019073491,1.7828219374595002,263.946435692996
3874,3874,3662040.5406,2061965.6284,2499,281274,112.55462185,105.0,121.0,4.63177056443364,0.350000381469727,4.65999984741211,0.296589263605692,199.06356204358698
3875,3875,3662049.131,2062064.9977,2498,285002,114.09207366,108.0,121.0,4.6529249894619005,0.619999885559082,4.6100001335144,0.297043847255409,150.923053128379
3876,3876,3662057.6942,2062164.2587,2496,287040,115.0,103.0,121.0,4.5365239270688305,0.789999961853027,4.67999982833862,0.43722025704774203,278.502362809794
3877,3877,3662066.2659,2062263.519,2495,301332,120.77434869999999,106.0,121.0,4.11969850111247,0.769999980926514,3.97000002861023,0.460838412070394,194.81302439867
3878,3878,3662074.8377,2062362.7793,2499,262143,104.89915966,98.0,121.0,4.69904763895766,1.9500002861022903,5.01000022888184,0.899743409271826,207.684037301773
3879,3879,3662083.4119,2062462.1507,2499,233083,93.27050820299999,92.0,121.0,5.23674998641014,1.4899997711181598,4.90999984741211,0.73385819753632,249.967079033852
3880,3880,3662091.9924,2062561.4103,2509,241933,96.42606616200001,93.0,121.0,5.933349887431411,1.6399998664856001,6.2600002288818395,0.7626640372181651,224.088295134362
3881,3881,3662100.5988,2062661.1124,2510,252602,100.63824701,95.0,112.0,6.77732010100675,1.5099997520446797,6.82999992370605,0.6386436061291191,196.72494571202998
3882,3882,3662109.1795,2062760.3721,2495,292461,117.21883768,103.0,141.0,7.33512561764549,2.65999984741211,7.28000020980835,1.37409359669715,205.45196820743098
3883,3883,3662117.7353,2062859.6345,2495,337320,135.19839679,145.0,112.0,5.48047617204805,4.66000008583069,4.96999979019165,2.54780662844056,249.854725410765
3884,3884,3662126.2996,2062958.8961,2496,276148,110.63621795,102.0,112.0,5.313140706351049,9.369999825954439,3.33999991416931,5.3791968603829,186.77939708163998
3885,3885,3662134.8891,2063058.1552,2495,255735,102.498998,98.0,112.0,11.440856441142301,6.71000003814697,10.6000003814697,3.7246856362153102,200.3274014951
3886,3886,3662143.4453,2063157.4179,2496,317036,127.01762821,127.0,112.0,18.8602757131247,12.640000343322802,22.030000686645497,7.07335673448137,251.163931098498
3887,3887,3662152.0351,2063256.6771,2502,327522,130.90407674,145.0,141.0,22.625336630386,9.670000076293949,24.9599990844727,4.82138251284709,216.109261833819
3888,3888,3662160.6211,2063356.1594,2502,338994,135.48920863,143.0,141.0,33.337114452722695,27.3799991607666,24.989999771118196,14.163787483427699,199.42409405305
3889,3889,3662169.1778,2063455.4222,2496,301905,120.95552885,108.5,141.0,48.4085678790682,21.169998168945302,51.2299995422363,11.1408907709709,224.623583817602
3890,3890,3662177.7596,2063554.6826,2512,294904,117.39808917,109.0,112.0,48.215689663816605,20.6000022888184,37.8600006103516,11.910968482641199,228.739646512593
3891,3891,3662186.378,2063654.4956,2513,321030,127.7477119,130.0,141.0,44.6908168509455,21.0599994659424,44.540000915527294,9.146568003267339,259.688535826926
